"['g1', 'tau1']","['g2', 'tau2']",OBJ,G0,G1,G2
1.2983610045504354e-01,6.5281872627303301e+01,8.1345542237009030e-02,1.1982195193683867e+03,5.0008243587786909e-03,-1.0000000000000000e+00,-3.5506948172530153e-02,-4.8433897568437234e-01
1.2983610045504354e-01,6.4957087191346574e+01,8.1752269948194067e-02,1.1982195193683867e+03,5.0133619855892439e-03,-1.0000000000000000e+00,-3.5100220461345116e-02,-4.8524115745091884e-01
1.2983610045504354e-01,6.4957087191346574e+01,8.1345542237009030e-02,1.2042106169652286e+03,5.0880789707045066e-03,-1.0000000000000000e+00,-3.5506948172530153e-02,-4.8856954500471989e-01
1.2803759017265323e-01,6.6567379668893636e+01,8.3028727481048656e-02,1.1663641672837543e+03,4.3187284387867769e-03,-1.0000000000000000e+00,-3.2205103674339250e-02,-4.6307070496627006e-01
1.2914913063220973e-01,6.5572164207498446e+01,8.1988461813402871e-02,1.1860518571692005e+03,4.7821543238958089e-03,-1.0000000000000000e+00,-3.4245755755585888e-02,-4.7677279785094906e-01
1.2872455994188725e-01,6.5952302700732204e+01,8.2385807954817633e-02,1.1785318285335770e+03,4.6036173392576766e-03,-1.0000000000000000e+00,-3.3466295992880896e-02,-4.7153906390550887e-01
1.2846216083008696e-01,6.6187241205106744e+01,8.2631381370413745e-02,1.1738841953368499e+03,4.4941945213611001e-03,-1.0000000000000000e+00,-3.2984563376664527e-02,-4.6830443850628678e-01
1.2829998926398020e-01,6.6332441182849820e+01,8.2783154084613036e-02,1.1710118001178569e+03,4.4269522277853388e-03,-1.0000000000000000e+00,-3.2686836252969143e-02,-4.6630533011311537e-01
1.2819976172619763e-01,6.6422179702398267e+01,8.2876954778606224e-02,1.1692365622802413e+03,4.3855307819690046e-03,-1.0000000000000000e+00,-3.2502830774971639e-02,-4.6506981320458335e-01
1.2867777812351650e-01,6.6567379668893636e+01,8.3028727481048656e-02,1.1663641672837543e+03,4.3593677223702030e-03,-1.0000000000000000e+00,-3.2781272830116198e-02,-4.6307070496627006e-01
1.2803759017265323e-01,6.6900216567238104e+01,8.3028727481048656e-02,1.1663641672837543e+03,4.2453849560272943e-03,-1.0000000000000000e+00,-3.2205103674339250e-02,-4.6214615802642434e-01
1.2803759017265323e-01,6.6567379668893636e+01,8.3443871118453902e-02,1.1663641672837543e+03,4.2543734794701655e-03,-1.0000000000000000e+00,-3.1789960036934004e-02,-4.6307070496627006e-01
1.2803759017265323e-01,6.6567379668893636e+01,8.3028727481048656e-02,1.1721959881201731e+03,4.3329752079819886e-03,-1.0000000000000000e+00,-3.2205103674339250e-02,-4.6631060543094716e-01
1.2542879732251286e-01,6.8896018695194542e+01,8.5468484787669066e-02,1.1200607086187524e+03,3.2925697917573480e-03,-1.0000000000000000e+00,-2.7417432802592512e-02,-4.3087811952376653e-01
1.2704111993858308e-01,6.7456840660584888e+01,8.3960631880538067e-02,1.1486778192505296e+03,3.9157324022346084e-03,-1.0000000000000000e+00,-3.0376376064186708e-02,-4.5077423108200287e-01
1.2642526747883490e-01,6.8006557772902141e+01,8.4536580460890090e-02,1.1377470552720263e+03,3.6730850750364809e-03,-1.0000000000000000e+00,-2.9246160270061314e-02,-4.4317459244861973e-01
1.2604464973455495e-01,6.8346301625460328e+01,8.4892536251932091e-02,1.1309914717505194e+03,3.5258478060387799e-03,-1.0000000000000000e+00,-2.8547648509167370e-02,-4.3847775756845431e-01
1.2580941503709570e-01,6.8556274869144360e+01,8.5112529024400002e-02,1.1268162916131650e+03,3.4359884457340526e-03,-1.0000000000000000e+00,-2.8115944508986121e-02,-4.3557495403746849e-01
1.2566403200175000e-01,6.8686045467775799e+01,8.5248492032242593e-02,1.1242358884326823e+03,3.3809179989117816e-03,-1.0000000000000000e+00,-2.7849136769332414e-02,-4.3378092282989072e-01
1.2605594130912542e-01,6.8896018695194542e+01,8.5468484787669066e-02,1.1200607086187524e+03,3.3199537127117621e-03,-1.0000000000000000e+00,-2.7981862390543816e-02,-4.3087811952376653e-01
1.2542879732251286e-01,6.9240498788670521e+01,8.5468484787669066e-02,1.1200607086187524e+03,3.2211878839236412e-03,-1.0000000000000000e+00,-2.7417432802592512e-02,-4.2992123037522212e-01
1.2542879732251286e-01,6.8896018695194542e+01,8.5895827211607406e-02,1.1200607086187524e+03,3.2264358064906964e-03,-1.0000000000000000e+00,-2.6990090378654172e-02,-4.3087811952376653e-01
1.2542879732251286e-01,6.8896018695194542e+01,8.5468484787669066e-02,1.1256610121618462e+03,3.3077765764854580e-03,-1.0000000000000000e+00,-2.7417432802592512e-02,-4.3398939926992974e-01
1.2336200885840218e-01,7.1204726777910579e+01,8.7720990253778997e-02,1.0732057970049893e+03,2.4252558216499823e-03,-1.0000000000000000e+00,-2.3304817718782969e-02,-3.9843453506413135e-01
1.2463935434911044e-01,6.9777866743597400e+01,8.6328865346032693e-02,1.1021637242949148e+03,2.9398222966572807e-03,-1.0000000000000000e+00,-2.5846553568166702e-02,-4.1848577254273767e-01
1.2415145177020952e-01,7.0322878798312559e+01,8.6860609762545282e-02,1.0911027799324415e+03,2.7335701671786605e-03,-1.0000000000000000e+00,-2.4875696830643279e-02,-4.1082688107826598e-01
1.2384991139950842e-01,7.0659714765413995e+01,8.7189245878457250e-02,1.0842667405106424e+03,2.6116726897891093e-03,-1.0000000000000000e+00,-2.4275674381100329e-02,-4.0609342593531805e-01
1.2366354920557601e-01,7.0867890837090272e+01,8.7392354163508379e-02,1.0800418358934166e+03,2.5387733765899994e-03,-1.0000000000000000e+00,-2.3904840121510035e-02,-4.0316798983775848e-01
1.2354837103789831e-01,7.0996550722360354e+01,8.7517881984461379e-02,1.0774307012949387e+03,2.4947490027417214e-03,-1.0000000000000000e+00,-2.3675651949647103e-02,-4.0135997093507608e-01
1.2397881890269419e-01,7.1204726777910579e+01,8.7720990253778997e-02,1.0732057970049893e+03,2.5148828204301912e-03,-1.0000000000000000e+00,-2.3859946758645778e-02,-3.9843453506413135e-01
1.2336200885840218e-01,7.1560750411800129e+01,8.7720990253778997e-02,1.0732057970049893e+03,2.3584604948762812e-03,-1.0000000000000000e+00,-2.3304817718782969e-02,-3.9744558052554929e-01
1.2336200885840218e-01,7.1204726777910579e+01,8.8159595205047889e-02,1.0732057970049893e+03,2.4000520670143417e-03,-1.0000000000000000e+00,-2.2866212767514077e-02,-3.9843453506413135e-01
1.2336200885840218e-01,7.1204726777910579e+01,8.7720990253778997e-02,1.0785718259900143e+03,2.4263626303064781e-03,-1.0000000000000000e+00,-2.3304817718782969e-02,-4.0141566227803410e-01
1.2309000446601165e-01,7.1275043004957610e+01,8.7754190033580079e-02,1.0730513540776656e+03,2.4005117202189011e-03,-1.0000000000000000e+00,-2.3026813985830411e-02,-3.9815341058493192e-01
1.2325811242195692e-01,7.1231585187623224e+01,8.7733671441688463e-02,1.0731468050540061e+03,2.4137781349990112e-03,-1.0000000000000000e+00,-2.3198629738072768e-02,-3.9832715506438332e-01
1.2319390089435056e-01,7.1248184597340554e+01,8.7741508846660057e-02,1.0731103460240461e+03,2.4079323391000538e-03,-1.0000000000000000e+00,-2.3133001958255447e-02,-3.9826079057630182e-01
1.2315421598864393e-01,7.1258443596526135e+01,8.7746352629215582e-02,1.0730878131048016e+03,2.4047995502205345e-03,-1.0000000000000000e+00,-2.3092441760563950e-02,-3.9821977506787271e-01
1.2312968936862191e-01,7.1264784006572484e+01,8.7749346251402502e-02,1.0730738869951522e+03,2.4030507149048089e-03,-1.0000000000000000e+00,-2.3067374180357217e-02,-3.9819442609016104e-01
1.2311453108413374e-01,7.1268702595402416e+01,8.7751196411625085e-02,1.0730652801862364e+03,2.4020484440896443e-03,-1.0000000000000000e+00,-2.3051881564095281e-02,-3.9817875956068016e-01
1.2370545448834171e-01,7.1275043004957610e+01,8.7754190033580079e-02,1.0730513540776656e+03,2.4491839023940069e-03,-1.0000000000000000e+00,-2.3580719005927453e-02,-3.9815341058493192e-01
1.2309000446601165e-01,7.1631418219982393e+01,8.7754190033580079e-02,1.0730513540776656e+03,2.3343967297344784e-03,-1.0000000000000000e+00,-2.3026813985830411e-02,-3.9716347943208535e-01
1.2309000446601165e-01,7.1275043004957610e+01,8.8192960983747987e-02,1.0730513540776656e+03,2.3552077205442144e-03,-1.0000000000000000e+00,-2.2588043035662503e-02,-3.9815341058493192e-01
1.2309000446601165e-01,7.1275043004957610e+01,8.7754190033580079e-02,1.0784166108480540e+03,2.4093985284732162e-03,-1.0000000000000000e+00,-2.3026813985830411e-02,-4.0113410879070327e-01
1.2112773319246702e-01,7.3079679120227510e+01,8.9442941400171838e-02,1.0366246223735120e+03,1.8886494548221247e-03,-1.0000000000000000e+00,-1.9572018473048472e-02,-3.7290345931798585e-01
1.2234048350839599e-01,7.1964352687824018e+01,8.8399235679677807e-02,1.0591375801781035e+03,2.1828570164280385e-03,-1.0000000000000000e+00,-2.1707199477878594e-02,-3.8850878707721298e-01
1.2187725409160242e-01,7.2390369491143446e+01,8.8797895804402824e-02,1.0505383951874730e+03,2.0609526980630362e-03,-1.0000000000000000e+00,-2.0891632878039357e-02,-3.8254808207319768e-01
1.2159096257337715e-01,7.2653662349908842e+01,8.9044281306328465e-02,1.0452238066980187e+03,1.9912165162267403e-03,-1.0000000000000000e+00,-2.0387585009710968e-02,-3.7886416386026361e-01
1.2141402468835481e-01,7.2816386282005141e+01,8.9196555917470069e-02,1.0419392104483034e+03,1.9504645733416563e-03,-1.0000000000000000e+00,-2.0076066302049264e-02,-3.7658737724348756e-01
1.2130467106378312e-01,7.2916955200736382e+01,8.9290666800825980e-02,1.0399092183687910e+03,1.9262356111024465e-03,-1.0000000000000000e+00,-1.9883537156578826e-02,-3.7518024575839398e-01
1.2173337185842935e-01,7.3079679120227510e+01,8.9442941400171838e-02,1.0366246223735120e+03,1.9298674552970132e-03,-1.0000000000000000e+00,-2.0117093272414580e-02,-3.7290345931798585e-01
1.2112773319246702e-01,7.3445077515828643e+01,8.9442941400171838e-02,1.0366246223735120e+03,1.8347104614493638e-03,-1.0000000000000000e+00,-1.9572018473048472e-02,-3.7188846377464935e-01
1.2112773319246702e-01,7.3079679120227510e+01,8.9890156107172700e-02,1.0366246223735120e+03,1.8591032356968383e-03,-1.0000000000000000e+00,-1.9124803766047610e-02,-3.7290345931798585e-01
1.2112773319246702e-01,7.3079679120227510e+01,8.9442941400171838e-02,1.0418077454853794e+03,1.8951809261483266e-03,-1.0000000000000000e+00,-1.9572018473048472e-02,-3.7578297215791218e-01
1.1975997000268844e-01,7.4629077451353183e+01,9.0450112476281527e-02,1.0102001353635105e+03,1.6592475246362986e-03,-1.0000000000000000e+00,-1.7333860526138070e-02,-3.5391930450374703e-01
1.2060529412422218e-01,7.3671496641347133e+01,8.9827646532243052e-02,1.0265313661172238e+03,1.7814808880638228e-03,-1.0000000000000000e+00,-1.8717118179556902e-02,-3.6565215717249344e-01
1.2028240903017076e-01,7.4037259976409231e+01,9.0065407374226372e-02,1.0202933908322876e+03,1.7268563976722937e-03,-1.0000000000000000e+00,-1.8188760752927316e-02,-3.6117060608346746e-01
1.2008285507172800e-01,7.4263314144624417e+01,9.0212351652716030e-02,1.0164381101652310e+03,1.6978986414170256e-03,-1.0000000000000000e+00,-1.7862217911839173e-02,-3.5840085524561610e-01
1.1995952394556131e-01,7.4403023300775544e+01,9.0303168209256976e-02,1.0140554157297648e+03,1.6819107289613557e-03,-1.0000000000000000e+00,-1.7660403341748204e-02,-3.5668905512549282e-01
1.1988330111930147e-01,7.4489368306024431e+01,9.0359295926775565e-02,1.0125828296144048e+03,1.6727902234380298e-03,-1.0000000000000000e+00,-1.7535675080595753e-02,-3.5563110449126811e-01
1.2035876985270189e-01,7.4629077451353183e+01,9.0450112476281527e-02,1.0102001353635105e+03,1.6735530980598293e-03,-1.0000000000000000e+00,-1.7872780391150173e-02,-3.5391930450374703e-01
1.1975997000268844e-01,7.5002222838609953e+01,9.0450112476281527e-02,1.0102001353635105e+03,1.6229705938314086e-03,-1.0000000000000000e+00,-1.7333860526138070e-02,-3.5288278953914493e-01
1.1975997000268844e-01,7.4629077451353183e+01,9.0902363038662934e-02,1.0102001353635105e+03,1.6381484185766710e-03,-1.0000000000000000e+00,-1.6881609963756664e-02,-3.5391930450374703e-01
1.1975997000268844e-01,7.4629077451353183e+01,9.0450112476281527e-02,1.0152511360403281e+03,1.6661347100190385e-03,-1.0000000000000000e+00,-1.7333860526138070e-02,-3.5672541599086788e-01
